policy_id,claim_id,customer_id,customer_name,ssn,email,phone,address,zip_code,state,policy_type,coverage_amount,premium,deductible,policy_start,policy_end,claim_date,claim_amount,claim_status,adjuster,settlement_amount,last_updated
POL-0000299,CLM-00000299,CUST-79424,Brianna Price,660-19-5359,johnchandler@example.org,(633)634-4385x43893,356 Butler Junctions,40760,GA,Health,1151510.67,13638.11,9846.68,2023-06-15,2028-06-13,2023-08-05,446714.25,Under Review,Wendy Smith,,2026-01-07
POL-0000300,CLM-00000300,CUST-71396,Amber Smith,680-98-5956,leahnewman@example.net,9592125810,75244 Krystal Oval Suite 991,21072,NY,Auto,527538.41,3192.43,8032.36,2022-01-31,2024-01-31,2022-09-01,187403.93,Submitted,,,2024-06-12
POL-0000301,,CUST-88696,Ronald Cook,507-33-2434,slopez@example.com,(326)427-7484x3509,11086 Kayla Mall Suite 932,69694,NY,Life,1647170.06,24447.58,2549.33,2023-06-16,2027-06-15,2024-04-23,496349.81,Rejected,Kenneth White,,2025-07-14
POL-0000302,CLM-00000302,CUST-60406,Michael Short,184-15-4183,wileymarissa@example.org,864.483.6685,082 Mary Viaduct,ABCDE,FL,Health,753271.46,5345.91,8549.55,2020-11-01,2025-10-31,2022-07-14,69108.33,Settled,Renee Patel,60992.27,2026-02-01
POL-0000303,CLM-00000303,CUST-53514,Jesse Mitchell,774-19-2875,kwagner@example.net,001-460-645-6722,995 Kelly Avenue Apt. 115,16733,CO,Life,924485.79,12004.5,5467.78,2025-01-09,2030-01-08,2025-10-04,279986.96,Rejected,Ashley Mcclain,,2025-12-29
POL-0000304,,CUST-97215,Daniel Price,581-33-2350,edwardsbobby@example.com,(501)931-2479x7538,297 Smith Drive Apt. 940,,CO,Life,46874.67,99.73,1508.66,2025-01-13,2030-01-12,2025-01-24,12876.27,Settled,Ashley Mcclain,8176.6,2025-05-27
POL-0000305,CLM-00000305,CUST-39788,Cody Gordon,213-20-8184,susan56@example.net,+1-765-812-0163x393,458 Lisa Loop,86862,GA,Auto,737630.26,9808.16,5039.98,2022-03-25,2027-03-24,2022-12-10,1190744.3744720824,Approved,Kenneth White,,2025-07-11
POL-0000306,CLM-00000306,CUST-13101,Angel Harrison,816-41-9459,andrew05@example.org,001-419-304-8285x7044,85184 Johnson Center Suite 300,08664,IL,Health,556478.26,1508.02,9407.83,2021-04-14,2023-04-14,2022-04-04,69804.96,Rejected,Dr. Tina Reyes MD,,2025-11-11
POL-0000307,CLM-00000307,CUST-34479,Mark Noble,263-33-5335,kathleennorman@example.com,842-755-1538,36567 Morales Manor Suite 005,80611,CO,Life,1612108.39,17696.93,2895.64,2022-01-01,2024-12-31,2022-02-21,749328.18,Settled,John Meyer,457802.75,2024-12-06
POL-0000308,CLM-00000308,CUST-85189,Terri Perez,744-32-3096,paul04@example.com,264-919-6177x262,23042 Harper Street Suite 914,98985,FL,Health,869925.21,11643.12,5034.25,2023-08-01,2027-07-31,2025-10-20,629421.82,Submitted,,,2025-09-09
POL-0000309,CLM-00000309,CUST-82317,Teresa Wolfe,292-81-3752,owilliams@example.net,(610)721-0881,71377 Macdonald Ford,98112,WA,Auto,1404934.98,15387.51,1408.52,2021-04-20,2025-04-19,2025-01-07,311906.82,Settled,Jesse Tyler,209168.11,2024-05-30
POL-0000310,CLM-00000310,CUST-59472,Chase Anderson,853-17-6637,wmora@example.com,001-381-516-6921x8732,7153 Le Dam,84963,TX,Commercial,1592686.22,6806.26,5389.92,2020-04-30,2021-04-30,2020-09-14,902575.5,Under Review,Ashley Mcclain,,2026-02-14
POL-0000311,CLM-00000311,CUST-10275,Lindsay Hubbard,638-73-2818,theresaflores@example.net,+1-414-441-8524,283 Michael Oval Apt. 293,94513,NY,Auto,833682.83,4094.62,5303.12,2021-03-23,2026-03-22,2022-11-05,538788.41,Rejected,Brian Hernandez,,2024-12-01
POL-0000312,CLM-00000312,CUST-17799,Samuel Torres,807-55-8606,combsjennifer@example.org,+1-223-591-9081x795,0488 Park Village,87658,CA,Life,1725557.68,13115.05,5794.94,2021-01-13,2025-01-12,2022-03-09,206537.93,Approved,Louis Moyer,,2026-03-20
POL-0000313,CLM-00000313,CUST-72846,James Stewart,962-93-3574,vtaylor@example.net,(878)329-1018,68482 Smith Extensions Suite 084,81864,CO,Health,381729.31,4235.81,7156.91,2022-10-24,2027-10-23,2025-11-17,146079.61,Rejected,Dr. Tina Reyes MD,,2025-12-09
POL-0000314,CLM-00000314,CUST-19110,Michael Ortega,845-66-3349,vwilkins@example.org,001-377-407-4817x20709,12028 Shaffer Orchard,36954,TX,Life,1080760.41,8907.18,2015.44,2024-10-19,2029-10-18,2025-06-21,764308.1,Submitted,,,2025-04-02
POL-0000315,CLM-00000315,CUST-72264,Alejandro Martin,285-73-1876,mmorton@example.net,(392)584-9973x4638,36363 Michael Heights Suite 130,50163,FL,Life,1450710.95,16680.22,1022.79,2020-10-20,2019-02-26,2021-11-04,444459.72,Submitted,,,2025-07-28
POL-0000316,CLM-00000316,CUST-82036,Nicholas Hill,311-33-1306,cory09@example.net,+1-720-222-0255x8786,244 Briggs Estate,,CO,Health,841466.22,5006.63,2457.08,2023-09-15,2025-09-14,2024-07-02,65742.05,Settled,Brett White,61461.76,2025-05-06
POL-0000317,CLM-00000317,CUST-53191,James Ruiz,920-41-2480,tylerbell@example.com,+1-459-224-7684,895 Moore Course,30960,TX,Commercial,1076469.35,10466.78,2490.37,2024-03-25,2026-03-25,2025-03-03,716405.51,Approved,,,2025-02-21
POL-0000318,CLM-00000318,CUST-78089,Dominic Henson,583-32-9669,ramirezkevin@example.com,+1-633-277-8533x34370,010 Woodard Forge,52982,AZ,Home,168549.94,496.72,9166.32,2021-07-29,2023-07-29,2023-06-25,79343.68,Under Review,Ashley Mcclain,,2025-07-11
POL-0000319,CLM-00000319,CUST-76103,Henry Higgins,123-85-1112,jroman@example.net,+1-309-867-7636x3625,06429 Shannon Estate Apt. 062,88365,CA,Home,290001.73,3646.51,7448.82,2023-05-18,2026-05-17,2023-12-13,53995.88,Rejected,Michelle Davis,,2025-04-11
POL-0000320,CLM-00000320,CUST-89471,Michael Reyes,573-77-7033,lisa90@example.org,001-801-993-4347,2873 Holt Walks Suite 044,72625,FL,Auto,570624.38,2965.06,9684.96,2024-12-05,2028-12-04,2025-06-21,327805.35,Rejected,Dr. Tina Reyes MD,,2024-09-25
POL-0000321,CLM-00000321,CUST-50416,Kathryn Patterson,169-38-3007,latoyalevy@example.net,001-401-845-4743,20830 Priscilla Brooks,06364,AZ,Auto,1974481.53,10372.84,6808.09,2024-12-26,2029-12-25,2025-01-07,297399.4,Settled,Victor Morgan,274636.27,2026-01-16
POL-0000322,CLM-00000322,CUST-97962,Meredith Baker,328-36-5263,donaldking@example.net,(622)316-2910,31356 Amanda Mountain,95094,IL,Health,1592348.53,6811.57,7247.38,2022-12-29,2023-12-29,2023-06-01,456930.56,Approved,Renee Patel,,2024-10-10
POL-0000323,CLM-00000323,CUST-89471,Thomas Taylor,255-91-2694,sanchezgregory@example.net,001-846-726-7333,98182 Erin Avenue,96764,AZ,Health,1587798.21,23747.46,8947.51,2020-08-06,2023-08-06,2022-01-19,1161490.47,Submitted,,,2025-04-04
POL-0000324,CLM-00000324,CUST-92706,Alex Jackson,904-86-8100,jacob84@example.net,820.857.2470x827,140 Jessica Village,97863,IL,Home,554154.32,6136.91,5701.37,2022-10-26,2018-11-15,2023-03-26,144193.38,Submitted,,,2025-06-14
POL-0000325,CLM-00000325,CUST-74999,Mary Graham,610-52-4869,maria58@example.net,479-867-4145x711,877 Eric Pines,85431,NC,Commercial,1364111.93,4826.59,4636.98,2020-10-09,2024-10-08,2024-02-21,899667.42,Approved,Randy Brown,,2022-06-10
POL-0000326,CLM-00000326,CUST-20445,Adriana Harris,927-24-1189,sandra90@example.com,771-950-0280,28501 Amy Village,63533,TX,Home,457163.98,1812.65,9751.39,2025-02-28,2030-02-27,2025-05-15,69524.6,Approved,Renee Patel,,2024-06-18
POL-0000327,CLM-00000327,CUST-36415,Rebecca Carter,192-63-2455,joseph20@example.net,(570)723-7562x010,378 Kayla Meadow,45219,WA,Health,1741920.93,12277.51,6254.84,2021-06-10,2026-06-09,2022-04-26,669420.66,Approved,Michelle Davis,,2025-09-26
POL-0000328,CLM-00000328,CUST-88549,Derrick Frank,807-58-5728,jenniferadams@example.com,994-915-6738x442,25320 Shawn Springs,97129,CO,Life,992056.97,5063.16,493.52,2023-06-15,2024-06-14,2024-02-15,2746624.6450769287,Approved,Randy Brown,,2024-11-09
POL-0000329,,CUST-95619,Don Gilbert,378-76-5806,philip26@example.net,426-428-9438x203,43581 Murphy Crossroad Suite 927,23737,FL,Auto,1701789.49,6974.53,8618.81,2024-12-17,2025-12-17,2025-07-05,1286020.81,Submitted,,,2024-10-23
POL-0000330,CLM-00000330,CUST-95289,Casey Pittman,920-47-8988,ssmith@example.org,958-299-9647x0981,4901 Olsen Bypass,87581,NY,Commercial,247497.36,573.73,5408.22,2025-02-15,2029-02-14,2025-12-16,43243.63,Rejected,Louis Moyer,,2026-02-28
POL-0000331,CLM-00000331,CUST-45813,Brenda Davis,313-52-6919,ehines@example.com,(516)833-0734x225,07363 Henderson Radial Suite 848,27397,TX,Life,686961.99,3077.62,924.51,2023-11-24,2025-11-23,2025-08-11,359414.0,Settled,Randy Brown,322439.84,2025-02-28
POL-0000332,CLM-00000332,CUST-64433,Alison Garza,680-38-6746,bhicks@example.com,+1-369-769-6211x725,4355 Golden Lock Suite 011,57706,WA,Health,1815551.64,13507.05,5088.74,2022-05-15,2025-05-14,2022-05-25,285302.0,Under Review,Renee Patel,,2024-09-24
POL-0000333,CLM-00000333,CUST-30692,Matthew Scott,878-16-6046,cohenmolly@example.org,215-700-1818,70237 Rowe Terrace,34821,NY,Commercial,1317307.73,19710.74,8597.44,2020-09-02,2022-09-02,2021-10-23,3596890.5441309675,Rejected,Renee Patel,,2026-04-03
POL-0000334,CLM-00000334,CUST-59273,Marie Weiss,841-89-7970,zdavis@example.net,+1-991-703-8890x02197,303 Julie Pike,19861,WA,Home,1102047.17,6242.18,3713.6,2022-11-08,2027-11-07,2023-09-01,240752.81,Rejected,Karen Miller,,2025-01-04
POL-0000335,,CUST-36630,Jason Rodriguez,372-72-8087,shannon78@example.org,+1-420-749-3147x042,815 Gary Estates Apt. 620,88728,CO,Home,1719136.34,10138.08,3866.94,2021-10-22,2026-10-21,2025-01-05,223335.44,Approved,John Meyer,,2024-06-17
POL-0000336,CLM-00000336,CUST-49299,Joanne Horn,253-53-4551,jeffrey44@example.com,(661)895-3172x361,389 Erin Spur Apt. 928,89537,FL,Commercial,10881.93,48.48,5923.25,2023-11-13,2026-11-12,2025-07-01,3482.48,Settled,Jennifer Reid,3299.09,2023-06-10
POL-0000337,CLM-00000337,CUST-24862,Debra Hill,766-34-9905,williamsonmolly@example.net,830.503.8575x97527,678 Jeffrey Curve Suite 674,38078,NY,Health,69891.42,975.89,598.98,2023-09-05,2028-09-03,2025-11-27,5572.05,Settled,Jennifer Reid,5149.25,2024-12-07
POL-0000338,CLM-00000338,CUST-80374,Katherine Atkinson,539-95-3016,wadevalerie@example.org,379.715.4391,741 Roy Villages,,GA,Health,1257975.28,3762.43,8259.3,2024-05-12,2028-05-11,2025-02-14,343688.27,Under Review,Caleb West,,2024-09-13
POL-0000339,CLM-00000339,CUST-17761,Matthew Robinson,806-62-6449,odavis@example.com,(502)521-2405x6464,849 Alvarado Flats,61169,NC,Health,224985.61,2737.12,3772.21,2022-11-04,2027-11-03,2024-05-13,153431.03,Rejected,Caleb West,,2026-01-07
POL-0000340,CLM-00000340,CUST-41629,Nicholas Santos,462-14-4859,trujillojudy@example.net,(418)565-6352x046,64220 Boyer Trafficway,39884,TX,Commercial,1639885.11,20017.31,3194.41,2024-10-28,2029-10-27,2025-04-03,60987.87,Rejected,Denise Green,,2025-05-11
POL-0000341,CLM-00000341,CUST-50993,Mark Cole,463-62-4662,ginawarren@example.com,(334)955-7594,1390 Anthony Square Suite 480,22987,NY,Home,137262.5,1001.9,8521.63,2022-10-28,2025-10-27,2023-09-05,24642.93,Under Review,Jennifer Reid,,2025-06-19
POL-0000342,CLM-00000342,CUST-85200,Whitney Hansen,773-27-2730,laurenbailey@example.org,+1-632-227-5222,3147 Evans Village Apt. 671,86595,TX,Commercial,453903.23,1936.44,5462.1,2021-04-14,2023-04-14,2022-08-20,53394.82,Submitted,,,2024-06-12
POL-0000343,,CUST-30320,Amy Garcia,564-20-1289,zkey@example.org,+1-608-389-8742x958,8781 Collins Court Apt. 612,47493,WA,Commercial,503275.25,1579.34,4732.58,2021-02-15,2022-02-15,2021-08-24,327223.03,Approved,Dr. Tina Reyes MD,,2024-09-04
POL-0000344,,CUST-38433,Justin Edwards,136-85-5187,jimmy49@example.org,729-216-7324x442,661 Snow Ridge Apt. 846,60374,AZ,Commercial,1338799.46,15571.99,7151.16,2022-09-17,2026-09-16,2025-05-17,758502.44,Rejected,Denise Green,,2024-06-03
POL-0000345,CLM-00000345,CUST-94302,Michael Sanders,494-45-6322,smithsarah@example.org,626-920-6985x12468,0581 Lee Forges,23254,NC,Life,1898874.98,18867.96,2772.25,2021-09-07,2019-02-10,2023-10-29,800108.49,Approved,Karen Miller,,2022-10-20
POL-0000346,,CUST-10903,Cassandra Sexton,378-68-2623,lianthony@example.org,(808)574-1678,19820 Danielle Ports,31906,GA,Home,423447.65,5318.0,1727.88,2023-10-24,2027-10-23,2023-10-30,74473.42,Submitted,,,2025-12-11
POL-0000347,CLM-00000347,CUST-16123,Adam Johnson,223-26-9623,matthewli@example.net,(337)990-5296x8770,46207 Timothy Summit,42690,TX,Commercial,1995097.93,11463.1,7582.2,2025-02-18,2028-02-18,2026-01-14,281943.28,Under Review,Brett White,,2025-02-18
POL-0000348,CLM-00000348,CUST-75887,Michael Boyd,204-78-9110,ohill@example.com,001-247-290-9339x319,369 Arellano Junctions Suite 006,61901,IL,Health,280754.08,1668.69,3642.47,2022-05-08,2023-05-08,2023-02-09,77319.25,Submitted,,,2021-06-13
POL-0000349,,CUST-44172,Michelle Archer,885-98-4861,ywatkins@example.net,001-948-852-5673x3911,599 Mcdaniel Ferry Suite 292,05771,AZ,life,1306155.31,15609.95,4695.41,2020-06-28,2024-06-27,2020-10-12,470880.68,Rejected,Louis Moyer,,2026-02-10
POL-0000350,CLM-00000350,CUST-56074,Jennifer Thompson,859-43-8012,adamlopez@example.com,001-457-642-5590,23335 Paul Pines,18632,FL,life,517912.51,2061.57,5470.4,2021-01-16,2022-01-16,2021-12-17,154913.61,Under Review,Brian Hernandez,,2025-12-16
POL-0000351,,CUST-73826,David Lara,414-83-1023,joshuagarner@example.com,851-827-4861x91613,03600 Kendra Via Suite 484,15959,CO,Health,1528279.74,15899.72,3960.86,2024-09-23,2028-09-22,2026-03-10,494662.15,Submitted,,,2024-11-21
POL-0000352,,CUST-22658,Kimberly Moses,657-57-5870,karen45@example.org,969.784.8570x870,270 Adrian Grove Suite 909,62308,CA,Health,460608.72,2782.42,5218.51,2022-12-23,2027-12-22,2024-04-20,204511.69,Approved,Michelle Davis,,2025-01-30
POL-0000353,CLM-00000353,CUST-58358,Tiffany Hudson,377-95-5458,vramsey@example.com,(433)546-8839x3545,5475 Horton Harbors Suite 369,62488,CO,Auto,676957.07,9327.57,7507.12,2020-05-13,2024-05-12,2022-09-07,4316.2,Approved,Dr. Tina Reyes MD,,2024-09-10
POL-0000354,CLM-00000354,CUST-18715,Jennifer Herrera,264-41-5779,lhughes@example.org,842-792-5773x41094,47304 Denise Mountains Suite 977,29561,CA,Health,1915520.24,28324.74,7609.26,2024-09-03,2028-09-02,2024-12-25,552587.34,Rejected,Victor Morgan,,2025-11-11
POL-0000355,,CUST-21732,Justin Ruiz,465-13-8908,lewislaura@example.net,001-697-387-5563x80416,148 Hodges Glens,92461,GA,Life,365699.89,3553.32,8150.91,2023-03-21,2025-03-20,2024-02-02,7790.73,Approved,,,2026-03-28
POL-0000356,,CUST-34308,Joseph Conrad,143-85-5924,pkoch@example.org,001-321-991-4656x6747,70501 Edward Curve Suite 973,55561,NY,Auto,205503.36,876.01,488.34,2025-02-09,2026-02-09,2025-09-22,122580.15,Rejected,Eric Butler,,2025-03-15
POL-0000357,CLM-00000357,CUST-57114,Haley Paul,574-68-9389,hkennedy@example.org,001-892-573-2480x4241,345 Hogan Terrace Suite 463,66585,AZ,Life,1930245.23,11107.71,6776.95,2024-09-29,2027-09-29,2025-10-03,1539305.69,Settled,Jesse Tyler,1514806.23,2025-09-09
POL-0000358,CLM-00000358,CUST-74621,Ashley Davidson,201-91-4472,marcusblake@example.com,246.550.3248x182,54005 Macdonald Keys Apt. 792,78345,GA,health,423768.9,3608.3,4796.93,2021-02-12,2023-02-12,2022-04-16,243275.0,Rejected,Dr. Tina Reyes MD,,2026-01-10
POL-0000359,CLM-00000359,CUST-99487,Daryl Hill,472-30-6258,skelly@example.org,(530)790-8387x84322,21080 Debbie Way Apt. 870,23909,NC,Auto,1032876.6,13724.11,8134.58,2025-02-06,2029-02-05,2025-12-13,699342.59,Approved,Victor Morgan,,2024-11-20
POL-0000360,,CUST-48209,Matthew Gonzalez,354-63-1885,monroepatrick@example.org,442-605-4105,006 Melissa Road Apt. 469,75640,IL,Life,1145377.31,10444.52,1489.76,2021-02-06,2026-02-05,2025-12-01,109974.12,Approved,Brian Hernandez,,2025-12-26
POL-0000361,CLM-00000361,CUST-63003,Tracy Munoz,848-14-7982,cooleyalexis@example.com,+1-456-221-1346x12154,4041 Valerie Lakes Suite 091,94063,IL,Health,14532.45,204.47,3159.51,2023-02-17,2025-02-16,2023-07-22,6330.58,Approved,,,2025-09-22
POL-0000362,CLM-00000362,CUST-98780,Toni Dennis,490-84-4147,christopher03@example.com,+1-898-251-9121x821,999 Waters Alley Apt. 245,22089,NY,Home,1495459.0,9444.5,4986.35,2022-02-05,2025-02-04,2022-06-07,1059560.52,Submitted,,,2025-02-10
POL-0000363,CLM-00000363,CUST-10130,Monique Olsen,988-64-4310,catherine23@example.com,232.696.4135x653,2731 Farmer Plaza,ABCDE,CO,AUTO,210816.47,1848.35,3490.11,2024-09-24,2025-09-24,2025-04-15,161295.53,Submitted,,,2025-02-26
POL-0000364,CLM-00000364,CUST-89043,Frank Sanchez,498-54-4914,xshah@example.com,878.519.4744x7336,720 Nelson Port Suite 094,81329,AZ,Health,23427.71,304.61,9224.56,2021-01-07,2019-02-24,2023-06-18,6077.09,Under Review,,,2025-08-24
POL-0000365,CLM-00000365,CUST-61954,Brandi May,661-40-6125,schmittdenise@example.org,537-669-2390,4108 Zachary Dam,51469,CA,Auto,1453708.11,4755.1,5377.0,2021-06-06,2025-06-05,2024-04-14,1031082.51,Settled,John Meyer,745668.28,2024-10-14
POL-0000366,CLM-00000366,CUST-98677,Joseph Diaz,154-25-5520,tammy51@example.net,417.673.9551x7663,726 Reed Trail Apt. 284,49007,FL,Commercial,372691.79,2390.56,2592.82,2021-06-04,2022-06-04,2022-01-01,108113.69,Approved,Karen Miller,,2026-04-12
POL-0000367,CLM-00000367,CUST-30262,Lindsay Owen,997-23-3018,barnold@example.net,554.590.8699,556 Keith Extension Apt. 533,37675,CA,Auto,1155904.8,7508.46,7585.38,2024-05-13,2028-05-12,2024-09-08,352207.15,Under Review,Renee Patel,,2024-05-26
POL-0000368,CLM-00000368,CUST-61723,Tiffany Castaneda,468-34-6019,bonnierhodes@example.org,+1-583-250-5550x033,3949 Stephens Islands,93399,CO,Life,1259836.14,2856.98,4374.11,2024-12-26,2025-12-26,2025-10-27,840406.38,Approved,Randy Brown,,2025-03-24
POL-0000369,CLM-00000369,CUST-58993,Jennifer Green,860-51-9076,mortonjennifer@example.net,(303)734-3143x956,45262 Lisa Vista Apt. 063,,AZ,Life,626699.42,8176.61,5856.17,2020-11-30,2022-11-30,2021-03-10,62399.11,Rejected,John Meyer,,2025-04-22
POL-0000370,CLM-00000370,CUST-39102,Sandra Evans,297-20-4467,jhamilton@example.com,847-868-7475x672,43374 Harris Plaza,13483,TX,Life,679493.5,7419.62,7254.68,2021-01-01,2024-01-01,2022-03-07,160851.92,Rejected,Wendy Smith,,2024-12-08
POL-0000371,CLM-00000371,CUST-74106,Tracey Pineda,582-34-9980,gonzalezjasmine@example.net,001-577-984-4464x691,5646 Susan Heights,83463,CA,Health,243909.12,3491.06,7472.17,2020-10-08,2021-10-08,2020-12-24,188149.67,Submitted,,,2025-09-07
POL-0000372,CLM-00000372,CUST-62814,Marcia Smith,665-67-1177,matthew14@example.net,954-996-1036,268 Santos Viaduct Suite 329,20664,GA,Home,1206772.94,17183.03,5216.06,2020-08-15,2025-08-14,2022-12-20,793370.44,Submitted,,,2025-05-27
POL-0000373,CLM-00000373,CUST-66825,Steven Allen,428-14-9895,john63@example.net,(764)593-1637x074,811 Bailey Hills Apt. 699,26469,NY,Life,603717.15,8261.68,893.76,2023-08-10,2028-08-08,2023-12-14,96641.11,Under Review,Kenneth White,,2022-09-19
POL-0000374,,CUST-45316,Jason Coleman,155-56-5995,kimberly05@example.org,(688)581-5744,80051 Kyle Walks,69069,NY,Commercial,289135.43,1443.58,3921.87,2021-01-14,2025-01-13,2024-05-02,67938.95,Submitted,,,2025-11-17
POL-0000375,CLM-00000375,CUST-77535,Michael Bruce,996-46-5065,tchristian@example.org,801.317.1359x486,96499 Trevino Summit Apt. 543,92631,CO,Auto,1038160.34,13086.53,8609.28,2022-02-21,2027-02-20,2024-05-25,432890.73,Rejected,Kenneth White,,2023-11-14
POL-0000376,CLM-00000376,CUST-97313,Arthur Brown,477-76-5609,matthewmedina@example.com,(355)829-2626,785 Curry Flats Apt. 676,56538,CO,Home,1446100.72,5764.57,422.7,2022-09-02,2025-09-01,2025-03-21,14781.08,Approved,Karen Miller,,2024-07-24
POL-0000377,,CUST-89733,Christopher Levine,238-58-9780,brookseric@example.net,638.615.5123,3008 William Extension,79284,GA,Health,1681475.63,21837.39,5039.21,2024-05-07,2026-05-07,2024-06-03,47573.23,Submitted,,,2026-02-12
POL-0000378,CLM-00000378,CUST-55300,Michael Lopez,197-90-9911,ostewart@example.com,6739118631,8926 Conrad Springs,75550,TX,Home,716148.91,9330.05,9269.04,2023-02-07,2028-02-06,2025-06-24,395138.23,Approved,Caleb West,,2024-05-01
POL-0000379,CLM-00000379,CUST-39702,Jonathan Reid,521-73-8822,steven02@example.net,701.928.9124x63988,8237 Stacey Square,16578,CA,Auto,326844.28,3328.1,7065.93,2020-10-04,2023-10-04,2020-11-19,206936.04,Under Review,Caleb West,,2025-11-16
POL-0000380,CLM-00000380,CUST-61515,Beth Taylor,382-89-2689,davismatthew@example.com,843.705.5881x1463,91667 Linda Haven,00610,NY,Auto,1007531.96,10612.23,4896.51,2023-07-23,2024-07-22,2023-09-03,43102.79,Under Review,Renee Patel,,2024-10-23
POL-0000381,CLM-00000381,CUST-74442,James Thompson,446-37-2478,amosley@example.org,(868)710-3149x4968,0042 Nicholas Plain Apt. 683,13175,AZ,Home,724654.57,8553.5,9364.94,2023-12-03,2028-12-01,2025-03-13,234607.55,Under Review,,,2022-11-03
POL-0000382,CLM-00000382,CUST-60449,Andrea Joseph,329-36-9137,tiffanymurphy@example.com,876.782.1338x32631,32351 Michael Flat Suite 474,73806,NY,Auto,1554422.91,6978.41,3247.07,2022-10-02,2025-10-01,2023-08-13,549438.68,Approved,Wendy Smith,,2025-10-11
POL-0000383,CLM-00000383,CUST-32085,Lisa Davis,356-32-1363,antonio20@example.net,778-382-9834x48837,6777 Phillips Turnpike Suite 288,00000,TX,Life,157626.78,1235.82,3911.13,2024-09-27,2029-09-26,2025-09-05,7726.35,Submitted,,,2026-01-26
POL-0000384,CLM-00000384,CUST-86308,Shane Lambert,479-70-9913,greenkenneth@example.org,+1-724-983-4452x11953,19068 Eric Mission,45702,AZ,Auto,784342.97,4610.59,1197.13,2023-02-22,2024-02-22,2023-09-22,249711.96,Under Review,Renee Patel,,2025-11-29
POL-0000385,CLM-00000385,CUST-32992,Dennis Brown,908-72-5153,donnaweiss@example.com,245.724.9963,1037 Jenkins Rapid Suite 661,82448,FL,Health,1007529.48,14871.18,6314.34,2024-08-18,2027-08-18,2025-04-05,140853.17,Rejected,Ashley Mcclain,,2025-12-07
